CÓDIGO_INSTITUCIÓN_PADRE;CÓDIGO_INSTITUCIÓN;NOMBRE_INSTITUCIÓN;ESTADO_INSTITUCIÓN;CARÁCTER_ACADÉMICO;SECTOR;REGISTRO_UNICO;CÓDIGO_SNIES_DEL_PROGRAMA;CÓDIGO_ANTERIOR_ICFES;NOMBRE_DEL_PROGRAMA;TITULO_OTORGADO;ESTADO_PROGRAMA;JUSTIFICACION;JUSTIFICACION_DETALLADA;RECONOCIMIENTO_DEL_MINISTERIO;RESOLUCIÓN_DE_APROBACIÓN;FECHA_DE_RESOLUCIÓN;VIGENCIA_AÑOS;FECHA_DE_REGISTRO_EN_SNIES;CAMPO_AMPLIO;CAMPO_ESPECÍFIC;CAMPO_DETALLADO;ÁREA_DE_CONOCIMIENTO;NÚCLEO_BÁSICO_DEL_CONOCIMIENTO;NIVEL_ACADÉMICO;NIVEL_DE_FORMACIÓN;MODALIDAD;NÚMERO_CRÉDITOS;NÚMERO_PERIODOS_DE_DURACIÓN;PERIODICIDAD;SE_OFRECE_POR_CICLOS_PROPEDÉUT;PERIODICIDAD_ADMISIONES;PROGRAMA_EN_CONVENIO;DEPARTAMENTO_OFERTA_PROGRAMA;MUNICIPIO_OFERTA_PROGRAMA;COSTO_MATRÍCULA_ESTUD_NUEVOS
1703;1703;UNIVERSIDAD INCCA DE COLOMBIA;Activa;Universidad;Privado;;5771;170340030000514701400;INGENIERIA DE SISTEMAS;INGENIERO DE SISTEMAS;Inactivo;;;n/a;;;;35875,34944;Ingeniería, Industria y Construcción;Ingeniería y profesiones afines;Electrónica y automatización;Ingeniería, arquitectura, urbanismo y afines;Ingeniería de sistemas, telemática y afines;Pregrado;Universitaria;Presencial;;10;Semestral;No;Sin definir;N;Antioquia;Carepa;
1703;1703;UNIVERSIDAD INCCA DE COLOMBIA;Activa;Universidad;Privado;;9804;170340030001800101203;INGENIERIA DE SISTEMAS;INGENIERO DE SISTEMAS;Inactivo;;;n/a;;;;36560,71763;Ingeniería, Industria y Construcción;Ingeniería y profesiones afines;Electrónica y automatización;Ingeniería, arquitectura, urbanismo y afines;Ingeniería de sistemas, telemática y afines;Pregrado;Universitaria;Presencial;;11;Semestral;No;Semestral;N;Caquetá;Florencia;
1703;1703;UNIVERSIDAD INCCA DE COLOMBIA;Activa;Universidad;Privado;;7207;170340030002515101100;INGENIERIA DE SISTEMAS;INGENIERO DE SISTEMAS;Inactivo;;;n/a;;;;36056,4133;Ingeniería, Industria y Construcción;Ingeniería y profesiones afines;Electrónica y automatización;Ingeniería, arquitectura, urbanismo y afines;Ingeniería de sistemas, telemática y afines;Pregrado;Universitaria;Presencial;;10;Semestral;No;Sin definir;N;Cundinamarca;Cáqueza;
1703;1703;UNIVERSIDAD INCCA DE COLOMBIA;Activa;Universidad;Privado;;7780;170340030005451801200;INGENIERIA DE SISTEMAS;INGENIERO DE SISTEMAS;Inactivo;;;n/a;;;;36196,71777;Ingeniería, Industria y Construcción;Ingeniería y profesiones afines;Electrónica y automatización;Ingeniería, arquitectura, urbanismo y afines;Ingeniería de sistemas, telemática y afines;Pregrado;Universitaria;Presencial;;10;Semestral;No;;N;Norte de Santander;Pamplona;
1703;1703;UNIVERSIDAD INCCA DE COLOMBIA;Activa;Universidad;Privado;;5770;170340030000504501100;INGENIERIA DE SISTEMAS;INGENIERO DE SISTEMAS;Inactivo;;;n/a;;;;35875,34944;Ingeniería, Industria y Construcción;Ingeniería y profesiones afines;Electrónica y automatización;Ingeniería, arquitectura, urbanismo y afines;Ingeniería de sistemas, telemática y afines;Pregrado;Universitaria;Presencial;;10;Semestral;No;Sin definir;N;Antioquia;Apartadó;
1703;1703;UNIVERSIDAD INCCA DE COLOMBIA;Activa;Universidad;Privado;;14343;170340030000504501200;INGENIERIA DE SISTEMAS;INGENIERO DE SISTEMAS;Inactivo;;;n/a;;;;37217;Ingeniería, Industria y Construcción;Ingeniería y profesiones afines;Electrónica y automatización;Ingeniería, arquitectura, urbanismo y afines;Ingeniería de sistemas, telemática y afines;Pregrado;Universitaria;Presencial;;11;Semestral;No;Sin definir;N;Antioquia;Apartadó;
1703;1703;UNIVERSIDAD INCCA DE COLOMBIA;Activa;Universidad;Privado;;14340;170340030000500101200;INGENIERIA DE SISTEMAS;INGENIERO DE SISTEMAS;Inactivo;;;n/a;;;;37217;Ingeniería, Industria y Construcción;Ingeniería y profesiones afines;Electrónica y automatización;Ingeniería, arquitectura, urbanismo y afines;Ingeniería de sistemas, telemática y afines;Pregrado;Universitaria;Presencial;;10;Semestral;No;Sin definir;N;Antioquia;Medellín;
1703;1703;UNIVERSIDAD INCCA DE COLOMBIA;Activa;Universidad;Privado;;1060;170340030001100111100;INGENIERIA DE SISTEMAS;INGENIERO DE SISTEMAS;Activo;;;Registro calificado;12060;40898;7;35875,34828;Ingeniería, Industria y Construcción;Ingeniería y profesiones afines;Electrónica y automatización;Ingeniería, arquitectura, urbanismo y afines;Ingeniería de sistemas, telemática y afines;Pregrado;Universitaria;Presencial;153;10;Semestral;No;Semestral;N;Bogotá D.C.;Bogotá, D.C.;4224000
1703;1703;UNIVERSIDAD INCCA DE COLOMBIA;Activa;Universidad;Privado;;14339;170340030001900101200;INGENIERIA DE SISTEMAS;INGENIERO DE SISTEMAS;Inactivo;;;n/a;;;;37217;Ingeniería, Industria y Construcción;Ingeniería y profesiones afines;Electrónica y automatización;Ingeniería, arquitectura, urbanismo y afines;Ingeniería de sistemas, telemática y afines;Pregrado;Universitaria;Presencial;;10;Semestral;No;Sin definir;N;Cauca;Popayán;
1703;1703;UNIVERSIDAD INCCA DE COLOMBIA;Activa;Universidad;Privado;;7209;170340030008600101100;INGENIERIA DE SISTEMAS;INGENIERO DE SISTEMAS;Inactivo;;Inactivar por registro calificado vencido;n/a;;;;36056,4133;Ingeniería, Industria y Construcción;Ingeniería y profesiones afines;Electrónica y automatización;Ingeniería, arquitectura, urbanismo y afines;Ingeniería de sistemas, telemática y afines;Pregrado;Universitaria;Presencial;;10;Semestral;No;Semestral;N;Putumayo;Mocoa;
1703;1703;UNIVERSIDAD INCCA DE COLOMBIA;Activa;Universidad;Privado;;14342;170340030008600101200;INGENIERIA DE SISTEMAS;INGENIERO DE SISTEMAS;Inactivo;;;n/a;;;;37217;Ingeniería, Industria y Construcción;Ingeniería y profesiones afines;Electrónica y automatización;Ingeniería, arquitectura, urbanismo y afines;Ingeniería de sistemas, telemática y afines;Pregrado;Universitaria;Presencial;;11;Semestral;No;Sin definir;N;Putumayo;Mocoa;
1703;1703;UNIVERSIDAD INCCA DE COLOMBIA;Activa;Universidad;Privado;;5698;170340030001900101100;INGENIERIA DE SISTEMAS;INGENIERO DE SISTEMAS;Inactivo;;;n/a;;;;35875,34944;Ingeniería, Industria y Construcción;Ingeniería y profesiones afines;Electrónica y automatización;Ingeniería, arquitectura, urbanismo y afines;Ingeniería de sistemas, telemática y afines;Pregrado;Universitaria;Presencial;;10;Semestral;No;Semestral;N;Cauca;Popayán;
1703;1703;UNIVERSIDAD INCCA DE COLOMBIA;Activa;Universidad;Privado;;14336;170340030006800101200;INGENIERIA DE SISTEMAS;INGENIERO DE SISTEMAS;Inactivo;;;n/a;;;;37217;Ingeniería, Industria y Construcción;Ingeniería y profesiones afines;Electrónica y automatización;Ingeniería, arquitectura, urbanismo y afines;Ingeniería de sistemas, telemática y afines;Pregrado;Universitaria;Presencial;;10;Semestral;No;;N;Santander;Bucaramanga;
1703;1703;UNIVERSIDAD INCCA DE COLOMBIA;Activa;Universidad;Privado;;14337;170340030002515101200;INGENIERIA DE SISTEMAS;INGENIERO DE SISTEMAS;Inactivo;;;n/a;;;;37217;Ingeniería, Industria y Construcción;Ingeniería y profesiones afines;Electrónica y automatización;Ingeniería, arquitectura, urbanismo y afines;Ingeniería de sistemas, telemática y afines;Pregrado;Universitaria;Presencial;;11;Semestral;No;Sin definir;N;Cundinamarca;Cáqueza;
1703;1703;UNIVERSIDAD INCCA DE COLOMBIA;Activa;Universidad;Privado;;14338;170340030007600101200;INGENIERIA DE SISTEMAS;INGENIERO DE SISTEMAS;Inactivo;;;n/a;;;;37217;Ingeniería, Industria y Construcción;Ingeniería y profesiones afines;Electrónica y automatización;Ingeniería, arquitectura, urbanismo y afines;Ingeniería de sistemas, telemática y afines;Pregrado;Universitaria;Presencial;;10;Semestral;No;Sin definir;N;Valle del Cauca;Cali;
1703;1703;UNIVERSIDAD INCCA DE COLOMBIA;Activa;Universidad;Privado;;5769;170340030000583701400;INGENIERIA DE SISTEMAS;INGENIERO DE SISTEMAS;Inactivo;;;n/a;;;;35875,34944;Ingeniería, Industria y Construcción;Ingeniería y profesiones afines;Electrónica y automatización;Ingeniería, arquitectura, urbanismo y afines;Ingeniería de sistemas, telemática y afines;Pregrado;Universitaria;Presencial;;10;Semestral;No;Anual;N;Antioquia;Turbo;
1703;1703;UNIVERSIDAD INCCA DE COLOMBIA;Activa;Universidad;Privado;;8681;170340030006808101200;INGENIERIA DE SISTEMAS;INGENIERO DE SISTEMAS;Inactivo;;Renovación de registro calificado negado.;n/a;;;;36365,54102;Ingeniería, Industria y Construcción;Ingeniería y profesiones afines;Electrónica y automatización;Ingeniería, arquitectura, urbanismo y afines;Ingeniería de sistemas, telemática y afines;Pregrado;Universitaria;Presencial;;11;Semestral;No;Semestral;N;Santander;Barrancabermeja;
1703;1703;UNIVERSIDAD INCCA DE COLOMBIA;Activa;Universidad;Privado;;14341;170340030002538601200;INGENIERIA DE SISTEMAS;INGENIERO DE SISTEMAS;Inactivo;;;n/a;;;;37217;Ingeniería, Industria y Construcción;Ingeniería y profesiones afines;Electrónica y automatización;Ingeniería, arquitectura, urbanismo y afines;Ingeniería de sistemas, telemática y afines;Pregrado;Universitaria;Presencial;;11;Semestral;No;Sin definir;N;Cundinamarca;La Mesa;
1703;1703;UNIVERSIDAD INCCA DE COLOMBIA;Activa;Universidad;Privado;;7778;170340030007614701201;INGENIERIA DE SISTEMAS;INGENIERO DE SISTEMAS;Inactivo;;;n/a;;;;36196,7073;Ingeniería, Industria y Construcción;Ingeniería y profesiones afines;Electrónica y automatización;Ingeniería, arquitectura, urbanismo y afines;Ingeniería de sistemas, telemática y afines;Pregrado;Universitaria;Presencial;;11;Semestral;No;;N;Valle del Cauca;Cartago;
1703;1703;UNIVERSIDAD INCCA DE COLOMBIA;Activa;Universidad;Privado;;5734;170340030007600101100;INGENIERIA DE SISTEMAS;INGENIERO DE SISTEMAS;Inactivo;;;n/a;;;;35875,34944;Ingeniería, Industria y Construcción;Ingeniería y profesiones afines;Electrónica y automatización;Ingeniería, arquitectura, urbanismo y afines;Ingeniería de sistemas, telemática y afines;Pregrado;Universitaria;Presencial;;10;Semestral;No;Semestral;N;Valle del Cauca;Cali;
1703;1703;UNIVERSIDAD INCCA DE COLOMBIA;Activa;Universidad;Privado;;2621;170346210381100111100;INGENIERIA ELECTRONICA;INGENIERO ELECTRONICO;Activo;;;Registro calificado;17100;43826;7;35875,34865;Ingeniería, Industria y Construcción;Ingeniería y profesiones afines;Electrónica y automatización;Ingeniería, arquitectura, urbanismo y afines;Ingeniería electrónica, telecomunicaciones y afines;Pregrado;Universitaria;Presencial;160;10;Semestral;No;Semestral;N;Bogotá D.C.;Bogotá, D.C.;4447000
1703;1703;UNIVERSIDAD INCCA DE COLOMBIA;Activa;Universidad;Privado;;9736;170346210381300101100;INGENIERIA ELECTRONICA;INGENIERO ELECTRONICO;Inactivo;;;n/a;;;;36558,67498;Ingeniería, Industria y Construcción;Ingeniería y profesiones afines;Electrónica y automatización;Ingeniería, arquitectura, urbanismo y afines;Ingeniería electrónica, telecomunicaciones y afines;Pregrado;Universitaria;Presencial;;4;Semestral;No;Semestral;N;Bolívar;Cartagena de Indias;
1703;1703;UNIVERSIDAD INCCA DE COLOMBIA;Activa;Universidad;Privado;;14314;170346700427600101200;INGENIERIA INDUSTRIAL;INGENIERO INDUSTRIAL;Inactivo;;;n/a;;;;37216;Ingeniería, Industria y Construcción;Ingeniería y profesiones afines;Ingeniería y profesiones afines no clasificadas en otra parte;Ingeniería, arquitectura, urbanismo y afines;Ingeniería industrial y afines;Pregrado;Universitaria;Presencial;;11;Semestral;No;Sin definir;N;Valle del Cauca;Cali;
1703;1703;UNIVERSIDAD INCCA DE COLOMBIA;Activa;Universidad;Privado;;1061;170346700421100111100;INGENIERIA INDUSTRIAL;INGENIERO INDUSTRIAL;Activo;;;Registro calificado;8437;41113;7;35875,34828;Ingeniería, Industria y Construcción;Ingeniería y profesiones afines;Ingeniería y profesiones afines no clasificadas en otra parte;Ingeniería, arquitectura, urbanismo y afines;Ingeniería industrial y afines;Pregrado;Universitaria;Presencial;160;10;Semestral;No;Semestral;N;Bogotá D.C.;Bogotá, D.C.;4224000
1703;1703;UNIVERSIDAD INCCA DE COLOMBIA;Activa;Universidad;Privado;;9992;170346700420800101200;INGENIERIA INDUSTRIAL;INGENIERO INDUSTRIAL;Inactivo;;Renovación de registro calificado negado.;n/a;;;;36562,65296;Ingeniería, Industria y Construcción;Ingeniería y profesiones afines;Ingeniería y profesiones afines no clasificadas en otra parte;Ingeniería, arquitectura, urbanismo y afines;Ingeniería industrial y afines;Pregrado;Universitaria;Presencial;;11;Semestral;No;Semestral;N;Atlántico;Barranquilla;
1703;1703;UNIVERSIDAD INCCA DE COLOMBIA;Activa;Universidad;Privado;;5733;170346700427600101100;INGENIERIA INDUSTRIAL;INGENIERO INDUSTRIAL;Inactivo;;;n/a;;;;35875,34944;Ingeniería, Industria y Construcción;Ingeniería y profesiones afines;Ingeniería y profesiones afines no clasificadas en otra parte;Ingeniería, arquitectura, urbanismo y afines;Ingeniería industrial y afines;Pregrado;Universitaria;Presencial;;10;Semestral;No;Semestral;N;Valle del Cauca;Cali;
1703;1703;UNIVERSIDAD INCCA DE COLOMBIA;Activa;Universidad;Privado;;1062;170346210001100111100;INGENIERÍA MECÁNICA;INGENIERO MECÁNICO;Activo;;;Registro calificado;2411;41340;7;35875,34828;Ingeniería, Industria y Construcción;Ingeniería y profesiones afines;Mecánica y profesiones afines a la metalistería;Ingeniería, arquitectura, urbanismo y afines;Ingeniería mecánica y afines;Pregrado;Universitaria;Presencial;157;10;Semestral;No;Semestral;N;Bogotá D.C.;Bogotá, D.C.;4224000
1703;1703;UNIVERSIDAD INCCA DE COLOMBIA;Activa;Universidad;Privado;;10433;170343400008600101202;LEYES Y JURISPRUDENCIA;ABOGADO;Inactivo;;;n/a;;;;36704,44029;Administración de Empresas y Derecho;Derecho;Derecho;Ciencias sociales y humanas;Derecho y afines;Pregrado;Universitaria;Presencial;;12;Semestral;No;Cuatrimestral;N;Putumayo;Mocoa;
1703;1703;UNIVERSIDAD INCCA DE COLOMBIA;Activa;Universidad;Privado;;1052;170345745401100111400;LICENCIATURA EN BIOLOGIA Y QUIMICA;LICENCIADO EN BIOLOGIA Y QUIMICA;Inactivo;;;n/a;;;;35875,34828;Educación;Educación;Ciencias de la educación;Ciencias de la educación;Educación;Pregrado;Universitaria;Presencial;;9;Semestral;No;;N;Bogotá D.C.;Bogotá, D.C.;
1703;1703;UNIVERSIDAD INCCA DE COLOMBIA;Activa;Universidad;Privado;;11331;170343724001100111200;LICENCIATURA EN EDUCACION BASICA CON ENFASIS EN HUMANIDADES, LENGUA CASTELLANA E INGLES;LICENCIADO(A) EN EDUCACION BASICA CON ENFASIS EN HUMANIDADES, LENGUA CASTELLANA E INGLES;Inactivo;;;Registro calificado;1687;36698;7;36922,3638;Educación;Educación;Formación para docentes sin asignatura de especialización;Ciencias de la educación;Educación;Pregrado;Universitaria;Presencial;158;10;Semestral;No;Semestral;N;Bogotá D.C.;Bogotá, D.C.;
1703;1703;UNIVERSIDAD INCCA DE COLOMBIA;Activa;Universidad;Privado;;108365;108365;LICENCIATURA EN EDUCACIÓN INFANTIL;LICENCIADO EN EDUCACION INFANTIL;Activo;;;Registro calificado;9539;43717;7;43735,43168;Educación;Educación;Ciencias de la educación;Ciencias de la educación;Educación;Pregrado;Universitaria;Presencial;160;9;Cuatrimestral;No;Cuatrimestral;N;Bogotá D.C.;Bogotá, D.C.;
1703;1703;UNIVERSIDAD INCCA DE COLOMBIA;Activa;Universidad;Privado;;11063;170343720020583701200;LICENCIATURA EN EDUCACION PREESCOLAR;LICENCIADO EN EDUCACION PREESCOLAR;Inactivo;;;n/a;;;;36861,65367;Educación;Educación;Formación para docentes sin asignatura de especialización;Ciencias de la educación;Educación;Pregrado;Universitaria;Presencial;;4;Anual;No;Sin definir;N;Antioquia;Turbo;
1703;1703;UNIVERSIDAD INCCA DE COLOMBIA;Activa;Universidad;Privado;;1050;170343720021100111100;LICENCIATURA EN EDUCACION PREESCOLAR;LICENCIADO EN EDUCACION PREESCOLAR;Inactivo;;Se inactiva por vencimiento de registro calificado;Registro calificado;1579;40602;7;35875,34828;Educación;Educación;Formación para docentes sin asignatura de especialización;Ciencias de la educación;Educación;Pregrado;Universitaria;Presencial;160;10;Semestral;No;Anual;N;Bogotá D.C.;Bogotá, D.C.;
1703;1703;UNIVERSIDAD INCCA DE COLOMBIA;Activa;Universidad;Privado;;101954;101954;LICENCIATURA EN HUMANIDADES, LENGUA CASTELLANA E INGLÉS;LICENCIADO(A) EN HUMANIDADES, LENGUA CASTELLANA E INGLÉS;Activo;;;Registro calificado;11059;41163;7;41172,47086;Educación;Educación;Formación para docentes sin asignatura de especialización;Ciencias de la educación;Educación;Pregrado;Universitaria;Presencial;165;10;Semestral;No;Semestral;N;Bogotá D.C.;Bogotá, D.C.;2352000
1703;1703;UNIVERSIDAD INCCA DE COLOMBIA;Activa;Universidad;Privado;;1051;170344103701100111200;LICENCIATURA EN LENGUAS MODERNAS;LICENCIADO EN FILOLOGIA E IDIOMAS INGLES-FRANCES-ESPAÑOL;Inactivo;;;n/a;;;;35875,34828;Educación;Educación;Formación para docentes sin asignatura de especialización;Ciencias de la educación;Educación;Pregrado;Universitaria;Presencial;;8;Semestral;No;;N;Bogotá D.C.;Bogotá, D.C.;
1703;1703;UNIVERSIDAD INCCA DE COLOMBIA;Activa;Universidad;Privado;;9548;170347000001100111100;MUSICA;MAESTRO EN MUSICA;Activo;;;Registro calificado;14312;42254;7;36543,6427;Arte y Humanidades;Artes;Música y artes escénicas;Bellas artes;Música;Pregrado;Universitaria;Presencial;163;10;Semestral;No;Semestral;N;Bogotá D.C.;Bogotá, D.C.;5252000
1703;1703;UNIVERSIDAD INCCA DE COLOMBIA;Activa;Universidad;Privado;;12588;170341500008600101200;PSICOLOGIA;PSICOLOGO;Inactivo;;;n/a;;;;37104,48684;Ciencias Sociales, Periodismo e Información;Ciencias sociales y del comportamiento;Psicología;Ciencias sociales y humanas;Psicología;Pregrado;Universitaria;Presencial;;11;Semestral;No;Semestral;N;Putumayo;Mocoa;
1703;1703;UNIVERSIDAD INCCA DE COLOMBIA;Activa;Universidad;Privado;;10559;170341500001300101100;PSICOLOGIA;PSICOLOGO;Inactivo;;Inactivar por registro calificado vencido;n/a;;;;36748,66781;Ciencias Sociales, Periodismo e Información;Ciencias sociales y del comportamiento;Psicología;Ciencias sociales y humanas;Psicología;Pregrado;Universitaria;Presencial;168;10;Semestral;No;Sin definir;N;Bolívar;Cartagena de Indias;
1703;1703;UNIVERSIDAD INCCA DE COLOMBIA;Activa;Universidad;Privado;;1053;170341500001100111100;PSICOLOGIA;PSICOLOGO;Activo;;;Registro calificado;18355;41626;8,5;35875,34828;Ciencias Sociales, Periodismo e Información;Ciencias sociales y del comportamiento;Psicología;Ciencias sociales y humanas;Psicología;Pregrado;Universitaria;Presencial;168;10;Semestral;No;Semestral;N;Bogotá D.C.;Bogotá, D.C.;4183000
1704;1704;UNIVERSIDAD SANTO TOMAS;Activa;Universidad;Privado;;4674;170443330701100112300;ADMINISTRACION AMBIENTAL Y DE LOS RECURSOS NATURALES;ADMINISTRADOR AMBIENTAL Y DE LOS RECURSOS NATURALES;Activo;;;Registro calificado;19355;43458;7;35875,34913;Administración de Empresas y Derecho;Educación comercial y administración;Gestión y administración;Economía, administración, contaduría y afines;Administración;Pregrado;Universitaria;Distancia (tradicional);138;8;Semestral;No;Semestral;N;Bogotá D.C.;Bogotá, D.C.;2992080
1704;1704;UNIVERSIDAD SANTO TOMAS;Activa;Universidad;Privado;;1082;170446580001100112300;ADMINISTRACION DE EMPRESAS;ADMINISTRADOR DE EMPRESAS;Activo;;;Registro calificado;17250;41607;8,5;35875,34828;Administración de Empresas y Derecho;Educación comercial y administración;Gestión y administración;Economía, administración, contaduría y afines;Administración;Pregrado;Universitaria;Distancia (tradicional);138;8;Semestral;No;Semestral;N;Bogotá D.C.;Bogotá, D.C.;2564640
1704;1704;UNIVERSIDAD SANTO TOMAS;Activa;Universidad;Privado;;52478;52478;ADMINISTRACIÓN DE EMPRESAS;PROFESIONAL EN ADMINISTRACIÓN  DE EMPRESAS;Activo;;;Acreditación de alta calidad;3255;43895;6;39029;Administración de Empresas y Derecho;Educación comercial y administración;Gestión y administración;Economía, administración, contaduría y afines;Administración;Pregrado;Universitaria;Presencial;138;8;Semestral;No;Semestral;N;Bogotá D.C.;Bogotá, D.C.;5600324
1704;1704;UNIVERSIDAD SANTO TOMAS;Activa;Universidad;Privado;;7214;170446306581100112300;ADMINISTRACION DE EMPRESAS AGROPECUARIAS;ADMINISTRADOR DE EMPRESAS AGROPECUARIAS;Activo;;;Registro calificado;13192;41198;7;36056,41331;Administración de Empresas y Derecho;Educación comercial y administración;Gestión y administración;Economía, administración, contaduría y afines;Administración;Pregrado;Universitaria;Distancia (tradicional);170;10;Semestral;No;Semestral;N;Bogotá D.C.;Bogotá, D.C.;2564640
1704;1704;UNIVERSIDAD SANTO TOMAS;Activa;Universidad;Privado;;9513;170440036581100112300;ADMINISTRACION DE SISTEMAS INFORMATICOS;ADMINISTRADOR DE SISTEMAS  INFORMATICOS;Inactivo;;Vencidos sin proceso 11-sep-19;Registro calificado;5807;39357;7;36515,48594;Administración de Empresas y Derecho;Educación comercial y administración;Gestión y administración;Ingeniería, arquitectura, urbanismo y afines;Ingeniería de sistemas, telemática y afines;Pregrado;Universitaria;Distancia (tradicional);96;10;Semestral;No;Semestral;N;Bogotá D.C.;Bogotá, D.C.;
1704;1704;UNIVERSIDAD SANTO TOMAS;Activa;Universidad;Privado;;106757;106757;ARQUITECTURA;ARQUITECTO;Activo;;;Registro calificado;4015;43171;7;43185,81413;Ingeniería, Industria y Construcción;Arquitectura y construcción;Construcción e ingeniería civil;Ingeniería, arquitectura, urbanismo y afines;Arquitectura;Pregrado;Universitaria;Presencial;165;10;Semestral;No;Semestral;N;Meta;Villavicencio;5297026
1704;1704;UNIVERSIDAD SANTO TOMAS;Activa;Universidad;Privado;;52174;52174;ARQUITECTURA;ARQUITECTO;Activo;;;Registro calificado;5832;44292;7;38888,58772;Ingeniería, Industria y Construcción;Arquitectura y construcción;Construcción e ingeniería civil;Ingeniería, arquitectura, urbanismo y afines;Arquitectura;Pregrado;Universitaria;Presencial;170;10;Semestral;No;Semestral;N;Antioquia;Medellín;5831280
1704;1704;UNIVERSIDAD SANTO TOMAS;Activa;Universidad;Privado;;4114;170443020201100111100;COMUNICACION SOCIAL;COMUNICADOR SOCIAL;Activo;;;Acreditación de alta calidad;19167;42643;6;35875,34903;Ciencias Sociales, Periodismo e Información;Periodismo e información;Periodismo, comunicación y reportajes;Ciencias sociales y humanas;Comunicación social, periodismo y afines;Pregrado;Universitaria;Presencial;156;9;Semestral;No;Semestral;N;Bogotá D.C.;Bogotá, D.C.;6620099
1704;1704;UNIVERSIDAD SANTO TOMAS;Activa;Universidad;Privado;;4400;170446900001100112300;CONSTRUCCION EN ARQUITECTURA E INGENIERIA;CONSTRUCTOR EN ARQUITECTURA E INGENIERIA;Activo;;Se cambia de estado, puesto que mediante resoluci¿n 418 de 23-ene-2013, se otorg¿ registro calfiicado.;Registro calificado;15946;43817;7;35875,3491;Ingeniería, Industria y Construcción;Arquitectura y construcción;Construcción e ingeniería civil;Ingeniería, arquitectura, urbanismo y afines;Arquitectura;Pregrado;Universitaria;Distancia (tradicional);160;10;Semestral;No;Semestral;N;Bogotá D.C.;Bogotá, D.C.;3241469
1704;1704;UNIVERSIDAD SANTO TOMAS;Activa;Universidad;Privado;;20379;170446570831500101101;CONTADURIA PUBLICA;CONTADOR PUBLICO;Inactivo;;Registro calificado no renovado.;n/a;;;;38064;Administración de Empresas y Derecho;Educación comercial y administración;Contabilidad e impuestos;Economía, administración, contaduría y afines;Contaduría pública;Pregrado;Universitaria;Presencial;135;10;Semestral;No;Semestral;N;Boyacá;Tunja;
1704;1704;UNIVERSIDAD SANTO TOMAS;Activa;Universidad;Privado;;1083;170446570831100111100;CONTADURIA PUBLICA;CONTADOR PUBLICO;Activo;;;Acreditación de alta calidad;2156;43144;4;35875,34828;Administración de Empresas y Derecho;Educación comercial y administración;Contabilidad e impuestos;Economía, administración, contaduría y afines;Contaduría pública;Pregrado;Universitaria;Presencial;130;9;Semestral;No;Semestral;N;Bogotá D.C.;Bogotá, D.C.;4699136
1704;1704;UNIVERSIDAD SANTO TOMAS;Activa;Universidad;Privado;;52270;52270;CONTADURÍA PÚBLICA;CONTADOR PÚBLICO;Activo;;;Registro calificado;16919;43826;7;38932;Administración de Empresas y Derecho;Educación comercial y administración;Contabilidad e impuestos;Economía, administración, contaduría y afines;Contaduría pública;Pregrado;Universitaria;Presencial;136;10;Semestral;No;Semestral;N;Meta;Villavicencio;3392480
1704;1704;UNIVERSIDAD SANTO TOMAS;Activa;Universidad;Privado;;7215;170447967901100111100;CULTURA FISICA, DEPORTE Y RECREACION;PROFESIONAL EN CULTURA FISICA, DEPORTE Y RECREACION;Activo;;;Acreditación de alta calidad;17208;43397;8;36056,41331;Salud y Bienestar;Programas y certificaciones interdisciplinarios relativos a salud y bienestar;Programas y certificaciones interdisciplinarios relativos a salud y bienestar;Ciencias sociales y humanas;Deportes, educación física y recreación;Pregrado;Universitaria;Presencial;146;10;Semestral;No;Semestral;N;Bogotá D.C.;Bogotá, D.C.;4850000
1704;1704;UNIVERSIDAD SANTO TOMAS;Activa;Universidad;Privado;;51647;170443400000500101500;DERECHO;ABOGADO;Activo;;;Registro calificado;9792;43721;7;38595;Administración de Empresas y Derecho;Derecho;Derecho;Ciencias sociales y humanas;Derecho y afines;Pregrado;Universitaria;Presencial;168;10;Semestral;No;Semestral;N;Antioquia;Medellín;4260004
1704;1704;UNIVERSIDAD SANTO TOMAS;Activa;Universidad;Privado;;52269;52269;DERECHO;ABOGADO;Activo;;;Registro calificado;16920;43826;8,5;38932;Administración de Empresas y Derecho;Derecho;Derecho;Ciencias sociales y humanas;Derecho y afines;Pregrado;Universitaria;Presencial;168;10;Semestral;No;Semestral;N;Meta;Villavicencio;4922320
1704;1704;UNIVERSIDAD SANTO TOMAS;Activa;Universidad;Privado;;1080;170443400001100111100;DERECHO;ABOGADO;Activo;;;Acreditación de alta calidad;3139;44256;8;35875,34828;Administración de Empresas y Derecho;Derecho;Derecho;Ciencias sociales y humanas;Derecho y afines;Pregrado;Universitaria;Presencial;168;10;Semestral;No;Semestral;N;Bogotá D.C.;Bogotá, D.C.;7900068
1704;1704;UNIVERSIDAD SANTO TOMAS;Activa;Universidad;Privado;;101426;101426;DISEÑO GRÁFICO;DISEÑADOR GRÁFICO;Activo;;;Registro calificado;16857;43392;7;40920,89455;Arte y Humanidades;Artes;Bellas artes;Bellas artes;Diseño;Pregrado;Universitaria;Presencial;137;8;Semestral;No;Semestral;N;Bogotá D.C.;Bogotá, D.C.;6910000
